"GHO","PUBLISHSTATE","YEAR","REGION","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE70-74","MLE","0.059532","0.05953","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE45-49","MLE","2422002","2422002.00000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE35-39","MLE","0.021925","0.02193","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE80-84","MLE","104506.4","104506.40000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGELT1","FMLE","0.060051","0.06005","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE1-4","BTSX","0.010347","0.01035","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE75-79","MLE","11954.4","11954.36000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE15-19","MLE","4785551","4785551.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE35-39","FMLE","91463.4","91463.37000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE45-49","MLE","81717.8","81717.80000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE1-4","MLE","6067175","6067175.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE5-9","FMLE","91460.6","91460.64000","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE75-79","MLE","7.5","7.50198","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE5-9","BTSX","0.001014","0.00101","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE1-4","FMLE","1104.6","1104.64000","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE90-94","BTSX","0.232376","0.23238","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE30-34","BTSX","41","41.03295","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE40-44","MLE","2400","2400.02400","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE15-19","FMLE","0.001839","0.00184","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE75-79","BTSX","0.087133","0.08713","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE20-24","FMLE","0.003032","0.00303","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE20-24","MLE","859","859.01030","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE30-34","BTSX","3307483","3307483.00000","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE65-69","MLE","0.039826","0.03983","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE100PLUS","MLE","2.8","2.81911","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE95-99","FMLE","2305.9","2305.90200","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE90-94","FMLE","6084","6083.96800","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGELT1","FMLE","3835.2","3835.19300","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE55-59","FMLE","1437217","1437217.00000","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE45-49","FMLE","383841.8","383841.80000","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE1-4","MLE","357652.5","357652.50000","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE75-79","FMLE","0.362172","0.36217","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE45-49","BTSX","2576395","2576395.00000","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE40-44","BTSX","33.8","33.76277","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE55-59","MLE","79341.2","79341.21000","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE10-14","MLE","5616768","5616768.00000","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE75-79","FMLE","9.2","9.20404","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGELT1","MLE","6569953","6569953.00000","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE5-9","MLE","1050.2","1050.17300","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE30-34","BTSX","83072.8","83072.78000","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE40-44","BTSX","2146.9","2146.91000","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE85-89","BTSX","9236.7","9236.69700","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE15-19","BTSX","0.006101","0.00610","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE70-74","MLE","9.9","9.91282","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE80-84","FMLE","0.130686","0.13069","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE25-29","MLE","4209205","4209205.00000","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE35-39","BTSX","0.002978","0.00298","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE65-69","BTSX","0.155598","0.15560","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE90-94","BTSX","7153.7","7153.71300","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE95-99","MLE","2895.6","2895.60100","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE5-9","FMLE","0.00513","0.00513","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE75-79","MLE","260470.1","260470.10000","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE90-94","FMLE","0.7102","0.71020","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE80-84","BTSX","0.450075","0.45008","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE5-9","BTSX","438111.9","438111.90000","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE15-19","MLE","469615.8","469615.80000","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE95-99","BTSX","0.27851","0.27851","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE35-39","BTSX","36.6","36.62840","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE65-69","BTSX","10688.3","10688.27000","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE5-9","FMLE","473740.1","473740.10000","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE55-59","BTSX","1738874","1738874.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE55-59","BTSX","75652.9","75652.87000","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE85-89","FMLE","52589.6","52589.61000","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE60-64","BTSX","64698.4","64698.40000","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE55-59","FMLE","377551.6","377551.60000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE50-54","FMLE","2041122","2041122.00000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE80-84","FMLE","187308","187308.00000","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGELT1","BTSX","0.039089","0.03909","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE70-74","BTSX","652741.6","652741.60000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE80-84","FMLE","28505.2","28505.22000","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE50-54","BTSX","3954.9","3954.90700","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE10-14","FMLE","361","360.95460","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE5-9","MLE","6116678","6116678.00000","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE50-54","MLE","0.013618","0.01362","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE1-4","MLE","1902.4","1902.41600","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE95-99","BTSX","1819.6","1819.61100","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE80-84","BTSX","13498.6","13498.57000","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE35-39","BTSX","1594.1","1594.09300","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE90-94","BTSX","14707.1","14707.08000","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE25-29","MLE","84726.3","84726.28000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE85-89","FMLE","0.578246","0.57825","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE20-24","MLE","4698243","4698243.00000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE10-14","BTSX","5371404","5371404.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE10-14","FMLE","94714.8","94714.84000","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE70-74","BTSX","58498.8","58498.84000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE25-29","BTSX","4023232","4023232.00000","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE15-19","BTSX","449875.7","449875.70000","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE45-49","MLE","0.044038","0.04404","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE30-34","MLE","0.017144","0.01714","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE90-94","MLE","15778.3","15778.32000","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE30-34","FMLE","3396856","3396856.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGELT1","FMLE","100000","100000.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE35-39","MLE","86003.4","86003.41000","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE70-74","MLE","403285.4","403285.40000","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE5-9","FMLE","68.2","68.18639","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGELT1","MLE","65.7","65.69952","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE65-69","FMLE","0.172654","0.17265","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE70-74","BTSX","0.233994","0.23399","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE75-79","MLE","118464.1","118464.10000","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE10-14","FMLE","6015789","6015789.00000","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE75-79","MLE","0.095622","0.09562","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGELT1","BTSX","0.038871","0.03887","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE15-19","BTSX","94376.2","94376.21000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE10-14","FMLE","90625.4","90625.45000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE90-94","BTSX","0.690837","0.69084","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE55-59","FMLE","22.4","22.42511","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE5-9","MLE","5696933","5696933.00000","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE85-89","FMLE","5.5","5.45184","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE1-4","MLE","6472736","6472736.00000","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE10-14","BTSX","0.000767","0.00077","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE45-49","BTSX","2437.7","2437.65500","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE50-54","MLE","21.9","21.86452","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE55-59","MLE","384609.6","384609.60000","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE85-89","BTSX","4.7","4.74564","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE15-19","FMLE","470478.1","470478.10000","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE60-64","FMLE","0.082936","0.08294","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE45-49","MLE","0.008329","0.00833","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE20-24","FMLE","0.002391","0.00239","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE80-84","MLE","9193.1","9193.07900","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE50-54","FMLE","368836.2","368836.20000","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE15-19","BTSX","917.7","917.74520","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE65-69","FMLE","0.027706","0.02771","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE50-54","FMLE","0.006107","0.00611","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE25-29","BTSX","0.001909","0.00191","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE45-49","FMLE","0.02033","0.02033","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE40-44","BTSX","443082.5","443082.50000","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE35-39","FMLE","402740.1","402740.10000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE55-59","MLE","0.087909","0.08791","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE30-34","FMLE","0.00904","0.00904","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE40-44","FMLE","90454","90453.97000","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGELT1","BTSX","62.9","62.93251","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE1-4","FMLE","1165.3","1165.33600","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE70-74","FMLE","757628.5","757628.50000","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE40-44","MLE","2152","2152.01400","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE40-44","MLE","0.006171","0.00617","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGELT1","BTSX","0.064054","0.06405","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE80-84","FMLE","0.487985","0.48799","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE15-19","BTSX","53","52.99777","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE70-74","MLE","0.059864","0.05986","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE90-94","FMLE","4661.9","4661.87800","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE60-64","MLE","15.4","15.44095","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE35-39","MLE","0.021758","0.02176","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE55-59","BTSX","5164.8","5164.84800","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE85-89","FMLE","111482.1","111482.10000","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE25-29","MLE","1204","1204.02300","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE65-69","FMLE","14.9","14.94895","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE75-79","BTSX","44876.8","44876.79000","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE10-14","MLE","5641685","5641685.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE5-9","FMLE","94999.5","94999.47000","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE20-24","BTSX","4150713","4150713.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE75-79","FMLE","36170.3","36170.33000","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE15-19","MLE","86668","86667.97000","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE100PLUS","FMLE","2209.3","2209.25300","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE10-14","FMLE","0.003819","0.00382","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE100PLUS","FMLE","0.401154","0.40115","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE85-89","MLE","34076.2","34076.21000","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE60-64","FMLE","347732.7","347732.70000","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE65-69","MLE","0.181821","0.18182","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE80-84","BTSX","0.447874","0.44787","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE100PLUS","BTSX","1","1.00000","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE25-29","MLE","0.002862","0.00286","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE50-54","BTSX","420058.5","420058.50000","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE70-74","BTSX","257695.4","257695.40000","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE1-4","MLE","0.009315","0.00932","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGELT1","FMLE","97315.4","97315.36000","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE30-34","FMLE","0.001866","0.00187","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE40-44","FMLE","2871374","2871374.00000","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE55-59","MLE","6082.7","6082.67100","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE45-49","BTSX","29.4","29.37698","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE100PLUS","FMLE","798.1","798.13230","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE25-29","BTSX","47.4","47.42889","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE45-49","MLE","86605.4","86605.41000","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE40-44","FMLE","0.002816","0.00282","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE80-84","BTSX","116146.6","116146.60000","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE90-94","FMLE","19443.5","19443.48000","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE35-39","MLE","0.004432","0.00443","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE55-59","MLE","0.020309","0.02031","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE45-49","BTSX","2306711","2306711.00000","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE60-64","MLE","347636.2","347636.20000","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE75-79","FMLE","178684.4","178684.40000","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE5-9","FMLE","474719.2","474719.20000","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE20-24","BTSX","0.00174","0.00174","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE65-69","BTSX","320638.5","320638.50000","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE40-44","FMLE","0.014237","0.01424","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE65-69","MLE","240162.5","240162.50000","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE85-89","MLE","5.1","5.12673","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE25-29","BTSX","45.5","45.45531","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE20-24","MLE","50.1","50.08564","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE100PLUS","BTSX","622.6","622.64150","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE35-39","MLE","36.5","36.50348","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE75-79","FMLE","15236.6","15236.62000","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE95-99","BTSX","3444.9","3444.94600","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE25-29","MLE","88779.1","88779.05000","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE95-99","MLE","4676","4675.96600","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE90-94","MLE","22334.9","22334.89000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE70-74","FMLE","613612.7","613612.70000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE50-54","BTSX","0.04968","0.04968","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE95-99","BTSX","0.745054","0.74505","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE90-94","FMLE","0.685971","0.68597","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE45-49","BTSX","82399.9","82399.88000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE75-79","BTSX","37915.7","37915.69000","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGELT1","BTSX","100000","100000.00000","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE65-69","MLE","11718.4","11718.43000","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE95-99","FMLE","0.296828","0.29683","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE45-49","FMLE","31.1","31.07157","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGELT1","FMLE","69.7","69.70299","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE10-14","BTSX","5014468","5014468.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE45-49","BTSX","0.03786","0.03786","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE10-14","FMLE","0.001149","0.00115","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE75-79","BTSX","0.329848","0.32985","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE20-24","MLE","4675172","4675172.00000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE5-9","FMLE","0.009132","0.00913","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE10-14","BTSX","0.003826","0.00383","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE35-39","FMLE","2987109","2987109.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE70-74","FMLE","0.257944","0.25794","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE35-39","MLE","90460.4","90460.36000","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE70-74","FMLE","287399.2","287399.20000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE40-44","MLE","84117.8","84117.82000","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE25-29","MLE","461235.8","461235.80000","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE35-39","BTSX","38.2","38.21583","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE20-24","BTSX","51.9","51.87416","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE35-39","BTSX","1643.9","1643.90500","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE40-44","FMLE","1265.1","1265.06800","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE95-99","BTSX","0.279414","0.27941","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE90-94","FMLE","0.245469","0.24547","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGELT1","FMLE","6005.1","6005.11200","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE1-4","BTSX","0.005964","0.00596","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGELT1","MLE","0.039612","0.03961","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE55-59","FMLE","22.5","22.48914","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE95-99","FMLE","3085","3084.96500","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE100PLUS","MLE","1297.8","1297.84300","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE75-79","MLE","222970.5","222970.50000","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE50-54","BTSX","3493.6","3493.59900","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE65-69","MLE","0.043972","0.04397","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE55-59","FMLE","347086.6","347086.60000","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE1-4","BTSX","995.6","995.55780","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE60-64","FMLE","7757.7","7757.73800","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE45-49","MLE","0.007037","0.00704","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE80-84","BTSX","13414.4","13414.41000","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE60-64","FMLE","18.5","18.46032","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE75-79","FMLE","13099.9","13099.87000","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE65-69","BTSX","10698.8","10698.82000","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE50-54","BTSX","0.011731","0.01173","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE55-59","BTSX","70674.4","70674.38000","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE100PLUS","FMLE","2.8","2.76803","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE85-89","BTSX","0.561905","0.56191","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE95-99","MLE","3.2","3.18597","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE60-64","FMLE","1266366","1266366.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE50-54","MLE","83607.5","83607.53000","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE25-29","BTSX","3726026","3726026.00000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE5-9","BTSX","5827648","5827648.00000","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE20-24","MLE","467012.8","467012.80000","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE15-19","MLE","0.001919","0.00192","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE90-94","BTSX","0.216169","0.21617","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE40-44","MLE","2118","2117.96200","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE100PLUS","FMLE","1","1.00000","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE25-29","BTSX","439678.1","439678.10000","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE90-94","MLE","11878.8","11878.79000","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE20-24","FMLE","0.001631","0.00163","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE75-79","MLE","0.088692","0.08869","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE40-44","MLE","438717.9","438717.90000","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE60-64","BTSX","7811.4","7811.44500","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE70-74","FMLE","13028.5","13028.45000","","",""
