"GHO","PUBLISHSTATE","YEAR","REGION","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE70-74","FMLE","0.027315","0.02732","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE85-89","FMLE","0.122022","0.12202","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE65-69","BTSX","8919.3","8919.28600","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE30-34","MLE","456275.3","456275.30000","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE90-94","FMLE","3.9","3.94578","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE30-34","BTSX","0.007287","0.00729","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE90-94","MLE","0.753002","0.75300","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE95-99","BTSX","0.840697","0.84070","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE15-19","MLE","467047.7","467047.70000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE35-39","FMLE","0.008536","0.00854","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE10-14","BTSX","0.001582","0.00158","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE50-54","MLE","0.008044","0.00804","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE70-74","MLE","58829","58829.02000","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE95-99","MLE","0.35039","0.35039","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE10-14","FMLE","69.4","69.38866","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE75-79","MLE","0.347262","0.34726","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE65-69","BTSX","345011.8","345011.80000","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE1-4","FMLE","0.002473","0.00247","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE50-54","MLE","2566596","2566596.00000","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE55-59","MLE","444692.9","444692.90000","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE35-39","FMLE","0.001331","0.00133","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE5-9","BTSX","491734.2","491734.20000","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE1-4","BTSX","0.003107","0.00311","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE85-89","MLE","84018","84018.01000","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE45-49","BTSX","0.002794","0.00279","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE65-69","FMLE","0.015954","0.01595","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE45-49","MLE","2007.6","2007.56500","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE75-79","MLE","16259.6","16259.56000","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE95-99","BTSX","0.333523","0.33352","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE55-59","MLE","417444.8","417444.80000","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE100PLUS","MLE","289.4","289.40430","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE30-34","FMLE","0.005685","0.00569","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE40-44","BTSX","0.008991","0.00899","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE65-69","BTSX","15.7","15.71627","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE100PLUS","BTSX","639.2","639.21580","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE65-69","MLE","74078.4","74078.45000","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGELT1","MLE","0.044364","0.04436","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE95-99","BTSX","2772.6","2772.60900","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE10-14","MLE","65.4","65.38823","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE50-54","BTSX","27.8","27.77694","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE80-84","MLE","34000.6","34000.60000","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE15-19","BTSX","0.000916","0.00092","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGELT1","BTSX","0.040244","0.04024","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE70-74","BTSX","855142.5","855142.50000","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE90-94","BTSX","34853.8","34853.77000","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE80-84","BTSX","16565.4","16565.42000","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE40-44","BTSX","0.001729","0.00173","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE55-59","FMLE","0.008114","0.00811","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE85-89","BTSX","24597.4","24597.37000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE80-84","MLE","6","5.95570","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE100PLUS","MLE","1","1.00000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE100PLUS","BTSX","3069.9","3069.94200","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE100PLUS","FMLE","2.7","2.70503","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE20-24","MLE","5079550","5079550.00000","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE30-34","MLE","44","44.04316","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE95-99","BTSX","3.3","3.26290","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE50-54","FMLE","1619.1","1619.06400","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGELT1","FMLE","7479685","7479685.00000","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE70-74","MLE","324837.2","324837.20000","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE25-29","MLE","0.000931","0.00093","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE10-14","MLE","0.000355","0.00036","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE65-69","MLE","1241978","1241978.00000","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE60-64","FMLE","0.047152","0.04715","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE45-49","FMLE","0.014155","0.01416","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE5-9","MLE","0.000406","0.00041","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE85-89","BTSX","111494","111494.00000","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE70-74","BTSX","347685.3","347685.30000","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE95-99","MLE","0.830319","0.83032","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE65-69","BTSX","1092252","1092252.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE40-44","FMLE","93905.2","93905.23000","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE60-64","FMLE","0.054996","0.05500","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE100PLUS","FMLE","4926.1","4926.14400","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE45-49","BTSX","30.9","30.93528","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE90-94","MLE","3.3","3.27252","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE60-64","BTSX","6613.2","6613.15300","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE25-29","MLE","50.9","50.88937","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE25-29","FMLE","487849.9","487849.90000","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE30-34","FMLE","363.7","363.71450","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE70-74","BTSX","288815.2","288815.20000","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE5-9","MLE","199.4","199.43280","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE45-49","BTSX","1924","1924.01100","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE30-34","MLE","0.005062","0.00506","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE10-14","FMLE","491351.7","491351.70000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE70-74","BTSX","0.204066","0.20407","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE75-79","BTSX","15131.6","15131.55000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE70-74","FMLE","12.7","12.66458","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE75-79","FMLE","563349.1","563349.10000","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE20-24","FMLE","5841538","5841538.00000","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE5-9","BTSX","0.002879","0.00288","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE90-94","FMLE","44805.4","44805.43000","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE80-84","FMLE","172269.9","172269.90000","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE40-44","FMLE","0.00734","0.00734","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE5-9","MLE","471269.2","471269.20000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE10-14","MLE","61.4","61.44595","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE85-89","FMLE","14016.8","14016.79000","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE90-94","BTSX","0.258548","0.25855","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE60-64","MLE","1652551","1652551.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE95-99","BTSX","4832.9","4832.92900","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE1-4","MLE","0.007506","0.00751","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE70-74","MLE","13061.2","13061.17000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE30-34","BTSX","44.7","44.69329","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGELT1","MLE","67.2","67.23086","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE5-9","MLE","0.00065","0.00065","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE40-44","BTSX","0.002589","0.00259","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE100PLUS","BTSX","3070","3069.96400","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGELT1","BTSX","2837.9","2837.88400","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE75-79","FMLE","281687.9","281687.90000","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE1-4","MLE","386051.2","386051.20000","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE40-44","FMLE","0.001425","0.00143","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE25-29","FMLE","0.000591","0.00059","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE65-69","MLE","322020.9","322020.90000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE75-79","BTSX","9","8.98572","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE25-29","MLE","4963158","4963158.00000","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE95-99","BTSX","0.762395","0.76240","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE75-79","MLE","44558.6","44558.63000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE1-4","FMLE","73.6","73.59417","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE10-14","MLE","95917.6","95917.57000","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE20-24","MLE","643.3","643.32840","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE80-84","BTSX","240892.5","240892.50000","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE10-14","FMLE","0.000404","0.00040","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE85-89","BTSX","70259.9","70259.86000","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE60-64","MLE","0.07237","0.07237","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE50-54","MLE","2472.1","2472.12400","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE45-49","FMLE","35.6","35.59718","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGELT1","MLE","6999418","6999418.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE40-44","BTSX","96041.9","96041.95000","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE70-74","FMLE","374138.2","374138.20000","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE60-64","FMLE","4267.2","4267.18200","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE35-39","BTSX","466819.8","466819.80000","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE5-9","FMLE","492417.9","492417.90000","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE35-39","MLE","0.002161","0.00216","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE55-59","FMLE","459745.7","459745.70000","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE95-99","BTSX","6214.4","6214.38500","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE85-89","MLE","5","4.98750","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE75-79","MLE","532766.8","532766.80000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE80-84","FMLE","55179.9","55179.92000","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE70-74","MLE","12.1","12.06794","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE30-34","BTSX","4355524","4355524.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGE1-4","FMLE","98821.2","98821.18000","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE90-94","MLE","36631.9","36631.86000","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE20-24","MLE","55.8","55.79822","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE50-54","MLE","421196.8","421196.80000","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE40-44","BTSX","1195.8","1195.84100","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE50-54","MLE","0.006754","0.00675","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE30-34","FMLE","642","641.95220","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE5-9","MLE","94540.8","94540.77000","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE30-34","FMLE","4593148","4593148.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE40-44","BTSX","3690550","3690550.00000","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE25-29","MLE","0.004647","0.00465","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE1-4","BTSX","380932.7","380932.70000","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE1-4","MLE","0.00314","0.00314","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE75-79","FMLE","0.058768","0.05877","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE90-94","FMLE","0.244739","0.24474","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE25-29","FMLE","53.1","53.05584","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE35-39","BTSX","43.2","43.18904","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE60-64","BTSX","429809.6","429809.60000","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGE90-94","FMLE","19847.8","19847.84000","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGELT1","MLE","96160.5","96160.52000","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE45-49","BTSX","472821","472821.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE70-74","BTSX","75116","75116.01000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE55-59","BTSX","91773.7","91773.72000","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE40-44","BTSX","90551.3","90551.30000","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE70-74","MLE","710865.9","710865.90000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE100PLUS","MLE","1029.7","1029.72400","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE30-34","FMLE","46.8","46.77880","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE5-9","FMLE","0.000353","0.00035","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE20-24","BTSX","5646330","5646330.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE10-14","BTSX","94305.7","94305.70000","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE90-94","BTSX","44598.2","44598.19000","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGELT1","MLE","0.014214","0.01421","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE15-19","BTSX","0.000474","0.00047","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE55-59","FMLE","0.03981","0.03981","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE65-69","FMLE","77772.1","77772.07000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE60-64","FMLE","2012257","2012257.00000","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE40-44","FMLE","40.4","40.36038","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE70-74","MLE","10.5","10.47364","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGE5-9","FMLE","98576.8","98576.80000","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE45-49","FMLE","3180511","3180511.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE80-84","MLE","283552.6","283552.60000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE30-34","MLE","42.7","42.69895","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE95-99","BTSX","1975.7","1975.70000","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE25-29","MLE","0.001516","0.00152","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE40-44","FMLE","38.8","38.84666","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE90-94","BTSX","0.219427","0.21943","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE30-34","BTSX","688.2","688.22710","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE100PLUS","FMLE","0.437573","0.43757","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE20-24","MLE","487524.5","487524.50000","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE55-59","BTSX","0.0435","0.04350","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE95-99","FMLE","0.803806","0.80381","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE10-14","FMLE","0.001336","0.00134","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE70-74","FMLE","11185.6","11185.56000","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE50-54","FMLE","453804.2","453804.20000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE65-69","BTSX","14.9","14.86589","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE60-64","FMLE","86726.3","86726.28000","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE45-49","BTSX","33.8","33.79058","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE75-79","FMLE","63384.1","63384.06000","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE10-14","BTSX","0.000317","0.00032","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE100PLUS","BTSX","3070","3069.96400","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE80-84","FMLE","0.360151","0.36015","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE70-74","BTSX","747240","747240.00000","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE40-44","MLE","963.9","963.91660","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE30-34","MLE","0.001974","0.00197","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE100PLUS","FMLE","1823.3","1823.27300","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE10-14","BTSX","480339.6","480339.60000","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGELT1","MLE","3042.7","3042.69500","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE75-79","BTSX","15309.8","15309.82000","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE5-9","FMLE","173.7","173.69580","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE10-14","FMLE","98336.6","98336.59000","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE70-74","MLE","0.039979","0.03998","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE1-4","BTSX","73.4","73.41937","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE45-49","BTSX","1290.9","1290.92700","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE5-9","MLE","197.7","197.65670","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGELT1","BTSX","75.9","75.94925","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE50-54","FMLE","2312.9","2312.93800","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE10-14","FMLE","491682","491682.00000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE45-49","MLE","29.1","29.08828","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE95-99","MLE","7165.6","7165.63200","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE30-34","FMLE","463193.5","463193.50000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE60-64","MLE","16.9","16.89840","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE55-59","MLE","0.0109","0.01090","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGELT1","BTSX","100000","100000.00000","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE70-74","BTSX","0.18331","0.18331","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE80-84","MLE","173222.2","173222.20000","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE30-34","BTSX","4656439","4656439.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE15-19","BTSX","6120361","6120361.00000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE95-99","BTSX","2.6","2.64434","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE75-79","MLE","15473.5","15473.50000","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGE20-24","FMLE","98084.4","98084.41000","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE70-74","MLE","259150.7","259150.70000","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE5-9","BTSX","0.000383","0.00038","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE5-9","FMLE","70.5","70.48452","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE35-39","FMLE","45.1","45.11536","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE50-54","FMLE","31","30.96465","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE35-39","BTSX","481698.3","481698.30000","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE65-69","FMLE","18.1","18.11495","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE90-94","MLE","36906","36906.05000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE85-89","MLE","0.627422","0.62742","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE35-39","FMLE","42.1","42.08607","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE40-44","FMLE","3425122","3425122.00000","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE35-39","MLE","0.010748","0.01075","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE65-69","FMLE","6651.4","6651.35000","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGELT1","BTSX","4024.4","4024.39500","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE85-89","BTSX","0.136927","0.13693","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE95-99","MLE","3869.6","3869.57100","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE20-24","FMLE","0.002903","0.00290","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE15-19","FMLE","98202.2","98202.17000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE40-44","BTSX","3703245","3703245.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE90-94","MLE","7690","7689.96600","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE70-74","BTSX","0.045289","0.04529","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE65-69","FMLE","7969.2","7969.23400","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE1-4","MLE","379976.7","379976.70000","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGE55-59","BTSX","92061.6","92061.56000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE25-29","MLE","97185.1","97185.07000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE1-4","FMLE","98766.7","98766.66000","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE60-64","FMLE","22.2","22.15896","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE40-44","MLE","95545.9","95545.91000","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE100PLUS","MLE","2.3","2.31193","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE75-79","FMLE","0.256958","0.25696","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE85-89","FMLE","140816.1","140816.10000","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE15-19","BTSX","5523431","5523431.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE55-59","MLE","90470.5","90470.45000","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE55-59","MLE","21.8","21.75717","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE45-49","BTSX","3212355","3212355.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE30-34","BTSX","92294","92294.02000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE25-29","BTSX","5157742","5157742.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE65-69","FMLE","81956.6","81956.65000","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE5-9","MLE","544.7","544.67580","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE20-24","BTSX","57.7","57.69051","","",""
